iteration,idxS,idxE,S,E,P,overlap,overlap_score,overlap_density,real_overlap
1249,19,32,000111,110011,110100,--0-11,3,0.5,True
1250,19,33,000111,100110,100001,-0011-,4,0.6666666666666666,False
1251,19,34,000111,001101,001010,00-1-1,4,0.6666666666666666,True
1252,19,35,000111,011010,011101,0---1-,2,0.3333333333333333,False
1253,19,36,000111,110100,110011,--01--,2,0.3333333333333333,False
1254,19,37,000111,101001,101110,-0---1,2,0.3333333333333333,True
1255,19,38,000111,010011,010100,0-0-11,4,0.6666666666666666,True
1256,19,39,000111,100111,100000,-00111,5,0.8333333333333334,True
1257,19,40,000111,001111,001000,00-111,5,0.8333333333333334,True
1258,19,41,000111,011110,011001,0--11-,3,0.5,False
1259,19,42,000111,111101,111010,---1-1,2,0.3333333333333333,True
1260,19,43,000111,111010,111101,----1-,1,0.16666666666666666,False
1261,19,44,000111,110101,110010,--01-1,3,0.5,True
1262,19,45,000111,101010,101101,-0--1-,2,0.3333333333333333,False
1263,19,46,000111,010101,010010,0-01-1,4,0.6666666666666666,True
1264,19,47,000111,101011,101100,-0--11,3,0.5,True
1265,19,48,000111,010111,010000,0-0111,5,0.8333333333333334,True
1266,19,49,000111,101110,101001,-0-11-,3,0.5,False
1267,19,50,000111,011101,011010,0--1-1,3,0.5,True
1268,19,51,000111,111011,111100,----11,2,0.3333333333333333,True
1269,19,52,000111,110110,110001,--011-,3,0.5,False
1270,19,53,000111,101101,101010,-0-1-1,3,0.5,True
1271,19,54,000111,011011,011100,0---11,3,0.5,True
1272,19,55,000111,110111,110000,--0111,4,0.6666666666666666,True
1273,19,56,000111,101111,101000,-0-111,4,0.6666666666666666,True
1274,19,57,000111,011111,011000,0--111,4,0.6666666666666666,True
1275,19,58,000111,111111,111000,---111,3,0.5,True
1276,19,59,000111,111110,111001,---11-,2,0.3333333333333333,False
1277,19,60,000111,111100,111011,---1--,1,0.16666666666666666,False
1278,19,61,000111,111000,111111,------,0,0.0,False
1279,19,62,000111,110000,110111,--0---,1,0.16666666666666666,False
1280,19,63,000111,100000,100111,-00---,2,0.3333333333333333,False
1281,20,0,001110,000000,001110,00---0,3,0.5,False
1282,20,1,001110,000001,001111,00----,2,0.3333333333333333,False
1283,20,2,001110,000010,001100,00--10,4,0.6666666666666666,False
1284,20,3,001110,000100,001010,00-1-0,4,0.6666666666666666,False
1285,20,4,001110,001000,000110,001--0,4,0.6666666666666666,False
1286,20,5,001110,010000,011110,0----0,2,0.3333333333333333,False
1287,20,6,001110,100001,101111,-0----,1,0.16666666666666666,False
1288,20,7,001110,000011,001101,00--1-,3,0.5,False
1289,20,8,001110,000110,001000,00-110,5,0.8333333333333334,False
1290,20,9,001110,001100,000010,0011-0,5,0.8333333333333334,False
1291,20,10,001110,011000,010110,0-1--0,3,0.5,False
1292,20,11,001110,110001,111111,------,0,0.0,False
1293,20,12,001110,100010,101100,-0--10,3,0.5,False
1294,20,13,001110,000101,001011,00-1--,3,0.5,False
1295,20,14,001110,001010,000100,001-10,5,0.8333333333333334,False
1296,20,15,001110,010100,011010,0--1-0,3,0.5,False
1297,20,16,001110,101000,100110,-01--0,3,0.5,False
1298,20,17,001110,010001,011111,0-----,1,0.16666666666666666,False
1299,20,18,001110,100011,101101,-0--1-,2,0.3333333333333333,False
1300,20,19,001110,000111,001001,00-11-,4,0.6666666666666666,False
1301,20,20,001110,001110,000000,001110,6,1.0,False
1302,20,21,001110,011100,010010,0-11-0,4,0.6666666666666666,False
1303,20,22,001110,111001,110111,--1---,1,0.16666666666666666,False
1304,20,23,001110,110010,111100,----10,2,0.3333333333333333,False
1305,20,24,001110,100100,101010,-0-1-0,3,0.5,False
1306,20,25,001110,001001,000111,001---,3,0.5,False
1307,20,26,001110,010010,011100,0---10,3,0.5,False
1308,20,27,001110,100101,101011,-0-1--,2,0.3333333333333333,False
1309,20,28,001110,001011,000101,001-1-,4,0.6666666666666666,False
1310,20,29,001110,010110,011000,0--110,4,0.6666666666666666,False
1311,20,30,001110,101100,100010,-011-0,4,0.6666666666666666,False
1312,20,31,001110,011001,010111,0-1---,2,0.3333333333333333,False
1313,20,32,001110,110011,111101,----1-,1,0.16666666666666666,False
1314,20,33,001110,100110,101000,-0-110,4,0.6666666666666666,False
1315,20,34,001110,001101,000011,0011--,4,0.6666666666666666,False
1316,20,35,001110,011010,010100,0-1-10,4,0.6666666666666666,False
1317,20,36,001110,110100,111010,---1-0,2,0.3333333333333333,False
1318,20,37,001110,101001,100111,-01---,2,0.3333333333333333,False
1319,20,38,001110,010011,011101,0---1-,2,0.3333333333333333,False
1320,20,39,001110,100111,101001,-0-11-,3,0.5,False
1321,20,40,001110,001111,000001,00111-,5,0.8333333333333334,False
1322,20,41,001110,011110,010000,0-1110,5,0.8333333333333334,False
1323,20,42,001110,111101,110011,--11--,2,0.3333333333333333,False
1324,20,43,001110,111010,110100,--1-10,3,0.5,False
1325,20,44,001110,110101,111011,---1--,1,0.16666666666666666,False
1326,20,45,001110,101010,100100,-01-10,4,0.6666666666666666,False
1327,20,46,001110,010101,011011,0--1--,2,0.3333333333333333,False
1328,20,47,001110,101011,100101,-01-1-,3,0.5,False
1329,20,48,001110,010111,011001,0--11-,3,0.5,False
1330,20,49,001110,101110,100000,-01110,5,0.8333333333333334,False
1331,20,50,001110,011101,010011,0-11--,3,0.5,False
1332,20,51,001110,111011,110101,--1-1-,2,0.3333333333333333,False
1333,20,52,001110,110110,111000,---110,3,0.5,False
1334,20,53,001110,101101,100011,-011--,3,0.5,False
1335,20,54,001110,011011,010101,0-1-1-,3,0.5,False
1336,20,55,001110,110111,111001,---11-,2,0.3333333333333333,False
1337,20,56,001110,101111,100001,-0111-,4,0.6666666666666666,False
1338,20,57,001110,011111,010001,0-111-,4,0.6666666666666666,False
1339,20,58,001110,111111,110001,--111-,3,0.5,False
1340,20,59,001110,111110,110000,--1110,4,0.6666666666666666,False
1341,20,60,001110,111100,110010,--11-0,3,0.5,False
1342,20,61,001110,111000,110110,--1--0,2,0.3333333333333333,False
1343,20,62,001110,110000,111110,-----0,1,0.16666666666666666,False
1344,20,63,001110,100000,101110,-0---0,2,0.3333333333333333,False
1345,21,0,011100,000000,011100,0---00,3,0.5,False
1346,21,1,011100,000001,011101,0---0-,2,0.3333333333333333,False
1347,21,2,011100,000010,011110,0----0,2,0.3333333333333333,False
1348,21,3,011100,000100,011000,0--100,4,0.6666666666666666,False
1349,21,4,011100,001000,010100,0-1-00,4,0.6666666666666666,False
1350,21,5,011100,010000,001100,01--00,4,0.6666666666666666,False
1351,21,6,011100,100001,111101,----0-,1,0.16666666666666666,False
1352,21,7,011100,000011,011111,0-----,1,0.16666666666666666,False
1353,21,8,011100,000110,011010,0--1-0,3,0.5,False
1354,21,9,011100,001100,010000,0-1100,5,0.8333333333333334,False
1355,21,10,011100,011000,000100,011-00,5,0.8333333333333334,False
1356,21,11,011100,110001,101101,-1--0-,2,0.3333333333333333,False
1357,21,12,011100,100010,111110,-----0,1,0.16666666666666666,False
1358,21,13,011100,000101,011001,0--10-,3,0.5,False
1359,21,14,011100,001010,010110,0-1--0,3,0.5,False
1360,21,15,011100,010100,001000,01-100,5,0.8333333333333334,False
1361,21,16,011100,101000,110100,--1-00,3,0.5,False
1362,21,17,011100,010001,001101,01--0-,3,0.5,False
1363,21,18,011100,100011,111111,------,0,0.0,False
1364,21,19,011100,000111,011011,0--1--,2,0.3333333333333333,False
1365,21,20,011100,001110,010010,0-11-0,4,0.6666666666666666,False
1366,21,21,011100,011100,000000,011100,6,1.0,False
1367,21,22,011100,111001,100101,-11-0-,3,0.5,False
1368,21,23,011100,110010,101110,-1---0,2,0.3333333333333333,False
1369,21,24,011100,100100,111000,---100,3,0.5,False
1370,21,25,011100,001001,010101,0-1-0-,3,0.5,False
1371,21,26,011100,010010,001110,01---0,3,0.5,False
1372,21,27,011100,100101,111001,---10-,2,0.3333333333333333,False
1373,21,28,011100,001011,010111,0-1---,2,0.3333333333333333,False
1374,21,29,011100,010110,001010,01-1-0,4,0.6666666666666666,False
1375,21,30,011100,101100,110000,--1100,4,0.6666666666666666,False
1376,21,31,011100,011001,000101,011-0-,4,0.6666666666666666,False
1377,21,32,011100,110011,101111,-1----,1,0.16666666666666666,False
1378,21,33,011100,100110,111010,---1-0,2,0.3333333333333333,False
1379,21,34,011100,001101,010001,0-110-,4,0.6666666666666666,False
1380,21,35,011100,011010,000110,011--0,4,0.6666666666666666,False
1381,21,36,011100,110100,101000,-1-100,4,0.6666666666666666,False
1382,21,37,011100,101001,110101,--1-0-,2,0.3333333333333333,False
1383,21,38,011100,010011,001111,01----,2,0.3333333333333333,False
1384,21,39,011100,100111,111011,---1--,1,0.16666666666666666,False
1385,21,40,011100,001111,010011,0-11--,3,0.5,False
1386,21,41,011100,011110,000010,0111-0,5,0.8333333333333334,False
1387,21,42,011100,111101,100001,-1110-,4,0.6666666666666666,False
1388,21,43,011100,111010,100110,-11--0,3,0.5,False
1389,21,44,011100,110101,101001,-1-10-,3,0.5,False
1390,21,45,011100,101010,110110,--1--0,2,0.3333333333333333,False
1391,21,46,011100,010101,001001,01-10-,4,0.6666666666666666,False
1392,21,47,011100,101011,110111,--1---,1,0.16666666666666666,False
1393,21,48,011100,010111,001011,01-1--,3,0.5,False
1394,21,49,011100,101110,110010,--11-0,3,0.5,False
1395,21,50,011100,011101,000001,01110-,5,0.8333333333333334,False
1396,21,51,011100,111011,100111,-11---,2,0.3333333333333333,False
1397,21,52,011100,110110,101010,-1-1-0,3,0.5,False
1398,21,53,011100,101101,110001,--110-,3,0.5,False
1399,21,54,011100,011011,000111,011---,3,0.5,False
1400,21,55,011100,110111,101011,-1-1--,2,0.3333333333333333,False
1401,21,56,011100,101111,110011,--11--,2,0.3333333333333333,False
1402,21,57,011100,011111,000011,0111--,4,0.6666666666666666,False
1403,21,58,011100,111111,100011,-111--,3,0.5,False
1404,21,59,011100,111110,100010,-111-0,4,0.6666666666666666,False
1405,21,60,011100,111100,100000,-11100,5,0.8333333333333334,False
1406,21,61,011100,111000,100100,-11-00,4,0.6666666666666666,False
1407,21,62,011100,110000,101100,-1--00,3,0.5,False
1408,21,63,011100,100000,111100,----00,2,0.3333333333333333,False
1409,22,0,111001,000000,111001,---00-,2,0.3333333333333333,False
1410,22,1,111001,000001,111000,---001,3,0.5,True
1411,22,2,111001,000010,111011,---0--,1,0.16666666666666666,False
1412,22,3,111001,000100,111101,----0-,1,0.16666666666666666,False
1413,22,4,111001,001000,110001,--100-,3,0.5,False
1414,22,5,111001,010000,101001,-1-00-,3,0.5,False
1415,22,6,111001,100001,011000,1--001,4,0.6666666666666666,True
1416,22,7,111001,000011,111010,---0-1,2,0.3333333333333333,True
1417,22,8,111001,000110,111111,------,0,0.0,False
1418,22,9,111001,001100,110101,--1-0-,2,0.3333333333333333,False
1419,22,10,111001,011000,100001,-1100-,4,0.6666666666666666,False
1420,22,11,111001,110001,001000,11-001,5,0.8333333333333334,True
1421,22,12,111001,100010,011011,1--0--,2,0.3333333333333333,True
1422,22,13,111001,000101,111100,----01,2,0.3333333333333333,True
1423,22,14,111001,001010,110011,--10--,2,0.3333333333333333,False
1424,22,15,111001,010100,101101,-1--0-,2,0.3333333333333333,False
1425,22,16,111001,101000,010001,1-100-,4,0.6666666666666666,True
1426,22,17,111001,010001,101000,-1-001,4,0.6666666666666666,True
1427,22,18,111001,100011,011010,1--0-1,3,0.5,True
1428,22,19,111001,000111,111110,-----1,1,0.16666666666666666,True
1429,22,20,111001,001110,110111,--1---,1,0.16666666666666666,False
1430,22,21,111001,011100,100101,-11-0-,3,0.5,False
1431,22,22,111001,111001,000000,111001,6,1.0,True
1432,22,23,111001,110010,001011,11-0--,3,0.5,True
1433,22,24,111001,100100,011101,1---0-,2,0.3333333333333333,True
1434,22,25,111001,001001,110000,--1001,4,0.6666666666666666,True
1435,22,26,111001,010010,101011,-1-0--,2,0.3333333333333333,False
1436,22,27,111001,100101,011100,1---01,3,0.5,True
1437,22,28,111001,001011,110010,--10-1,3,0.5,True
1438,22,29,111001,010110,101111,-1----,1,0.16666666666666666,False
1439,22,30,111001,101100,010101,1-1-0-,3,0.5,True
1440,22,31,111001,011001,100000,-11001,5,0.8333333333333334,True
1441,22,32,111001,110011,001010,11-0-1,4,0.6666666666666666,True
1442,22,33,111001,100110,011111,1-----,1,0.16666666666666666,True
1443,22,34,111001,001101,110100,--1-01,3,0.5,True
1444,22,35,111001,011010,100011,-110--,3,0.5,False
1445,22,36,111001,110100,001101,11--0-,3,0.5,True
1446,22,37,111001,101001,010000,1-1001,5,0.8333333333333334,True
1447,22,38,111001,010011,101010,-1-0-1,3,0.5,True
1448,22,39,111001,100111,011110,1----1,2,0.3333333333333333,True
1449,22,40,111001,001111,110110,--1--1,2,0.3333333333333333,True
1450,22,41,111001,011110,100111,-11---,2,0.3333333333333333,False
1451,22,42,111001,111101,000100,111-01,5,0.8333333333333334,True
1452,22,43,111001,111010,000011,1110--,4,0.6666666666666666,True
1453,22,44,111001,110101,001100,11--01,4,0.6666666666666666,True
1454,22,45,111001,101010,010011,1-10--,3,0.5,True
1455,22,46,111001,010101,101100,-1--01,3,0.5,True
1456,22,47,111001,101011,010010,1-10-1,4,0.6666666666666666,True
1457,22,48,111001,010111,101110,-1---1,2,0.3333333333333333,True
1458,22,49,111001,101110,010111,1-1---,2,0.3333333333333333,True
1459,22,50,111001,011101,100100,-11-01,4,0.6666666666666666,True
1460,22,51,111001,111011,000010,1110-1,5,0.8333333333333334,True
1461,22,52,111001,110110,001111,11----,2,0.3333333333333333,True
1462,22,53,111001,101101,010100,1-1-01,4,0.6666666666666666,True
1463,22,54,111001,011011,100010,-110-1,4,0.6666666666666666,True
1464,22,55,111001,110111,001110,11---1,3,0.5,True
1465,22,56,111001,101111,010110,1-1--1,3,0.5,True
1466,22,57,111001,011111,100110,-11--1,3,0.5,True
1467,22,58,111001,111111,000110,111--1,4,0.6666666666666666,True
1468,22,59,111001,111110,000111,111---,3,0.5,True
1469,22,60,111001,111100,000101,111-0-,4,0.6666666666666666,True
1470,22,61,111001,111000,000001,11100-,5,0.8333333333333334,True
1471,22,62,111001,110000,001001,11-00-,4,0.6666666666666666,True
1472,22,63,111001,100000,011001,1--00-,3,0.5,True
1473,23,0,110010,000000,110010,--00-0,3,0.5,False
1474,23,1,110010,000001,110011,--00--,2,0.3333333333333333,False
1475,23,2,110010,000010,110000,--0010,4,0.6666666666666666,False
1476,23,3,110010,000100,110110,--0--0,2,0.3333333333333333,False
1477,23,4,110010,001000,111010,---0-0,2,0.3333333333333333,False
1478,23,5,110010,010000,100010,-100-0,4,0.6666666666666666,False
1479,23,6,110010,100001,010011,1-00--,3,0.5,True
1480,23,7,110010,000011,110001,--001-,3,0.5,False
1481,23,8,110010,000110,110100,--0-10,3,0.5,False
1482,23,9,110010,001100,111110,-----0,1,0.16666666666666666,False
1483,23,10,110010,011000,101010,-1-0-0,3,0.5,False
1484,23,11,110010,110001,000011,1100--,4,0.6666666666666666,True
1485,23,12,110010,100010,010000,1-0010,5,0.8333333333333334,True
1486,23,13,110010,000101,110111,--0---,1,0.16666666666666666,False
1487,23,14,110010,001010,111000,---010,3,0.5,False
1488,23,15,110010,010100,100110,-10--0,3,0.5,False
1489,23,16,110010,101000,011010,1--0-0,3,0.5,True
1490,23,17,110010,010001,100011,-100--,3,0.5,False
1491,23,18,110010,100011,010001,1-001-,4,0.6666666666666666,True
1492,23,19,110010,000111,110101,--0-1-,2,0.3333333333333333,False
1493,23,20,110010,001110,111100,----10,2,0.3333333333333333,False
1494,23,21,110010,011100,101110,-1---0,2,0.3333333333333333,False
1495,23,22,110010,111001,001011,11-0--,3,0.5,True
1496,23,23,110010,110010,000000,110010,6,1.0,True
1497,23,24,110010,100100,010110,1-0--0,3,0.5,True
1498,23,25,110010,001001,111011,---0--,1,0.16666666666666666,False
1499,23,26,110010,010010,100000,-10010,5,0.8333333333333334,False
1500,23,27,110010,100101,010111,1-0---,2,0.3333333333333333,True
1501,23,28,110010,001011,111001,---01-,2,0.3333333333333333,False
1502,23,29,110010,010110,100100,-10-10,4,0.6666666666666666,False
1503,23,30,110010,101100,011110,1----0,2,0.3333333333333333,True
1504,23,31,110010,011001,101011,-1-0--,2,0.3333333333333333,False
1505,23,32,110010,110011,000001,11001-,5,0.8333333333333334,True
1506,23,33,110010,100110,010100,1-0-10,4,0.6666666666666666,True
1507,23,34,110010,001101,111111,------,0,0.0,False
1508,23,35,110010,011010,101000,-1-010,4,0.6666666666666666,False
1509,23,36,110010,110100,000110,110--0,4,0.6666666666666666,True
1510,23,37,110010,101001,011011,1--0--,2,0.3333333333333333,True
1511,23,38,110010,010011,100001,-1001-,4,0.6666666666666666,False
1512,23,39,110010,100111,010101,1-0-1-,3,0.5,True
1513,23,40,110010,001111,111101,----1-,1,0.16666666666666666,False
1514,23,41,110010,011110,101100,-1--10,3,0.5,False
1515,23,42,110010,111101,001111,11----,2,0.3333333333333333,True
1516,23,43,110010,111010,001000,11-010,5,0.8333333333333334,True
1517,23,44,110010,110101,000111,110---,3,0.5,True
1518,23,45,110010,101010,011000,1--010,4,0.6666666666666666,True
1519,23,46,110010,010101,100111,-10---,2,0.3333333333333333,False
1520,23,47,110010,101011,011001,1--01-,3,0.5,True
1521,23,48,110010,010111,100101,-10-1-,3,0.5,False
1522,23,49,110010,101110,011100,1---10,3,0.5,True
1523,23,50,110010,011101,101111,-1----,1,0.16666666666666666,False
1524,23,51,110010,111011,001001,11-01-,4,0.6666666666666666,True
1525,23,52,110010,110110,000100,110-10,5,0.8333333333333334,True
1526,23,53,110010,101101,011111,1-----,1,0.16666666666666666,True
1527,23,54,110010,011011,101001,-1-01-,3,0.5,False
1528,23,55,110010,110111,000101,110-1-,4,0.6666666666666666,True
1529,23,56,110010,101111,011101,1---1-,2,0.3333333333333333,True
1530,23,57,110010,011111,101101,-1--1-,2,0.3333333333333333,False
1531,23,58,110010,111111,001101,11--1-,3,0.5,True
1532,23,59,110010,111110,001100,11--10,4,0.6666666666666666,True
1533,23,60,110010,111100,001110,11---0,3,0.5,True
1534,23,61,110010,111000,001010,11-0-0,4,0.6666666666666666,True
1535,23,62,110010,110000,000010,1100-0,5,0.8333333333333334,True
1536,23,63,110010,100000,010010,1-00-0,4,0.6666666666666666,True
1537,24,0,100100,000000,100100,-00-00,4,0.6666666666666666,False
1538,24,1,100100,000001,100101,-00-0-,3,0.5,False
1539,24,2,100100,000010,100110,-00--0,3,0.5,False
1540,24,3,100100,000100,100000,-00100,5,0.8333333333333334,False
1541,24,4,100100,001000,101100,-0--00,3,0.5,False
1542,24,5,100100,010000,110100,--0-00,3,0.5,False
1543,24,6,100100,100001,000101,100-0-,4,0.6666666666666666,True
1544,24,7,100100,000011,100111,-00---,2,0.3333333333333333,False
1545,24,8,100100,000110,100010,-001-0,4,0.6666666666666666,False
1546,24,9,100100,001100,101000,-0-100,4,0.6666666666666666,False
1547,24,10,100100,011000,111100,----00,2,0.3333333333333333,False
1548,24,11,100100,110001,010101,1-0-0-,3,0.5,True
1549,24,12,100100,100010,000110,100--0,4,0.6666666666666666,True
1550,24,13,100100,000101,100001,-0010-,4,0.6666666666666666,False
1551,24,14,100100,001010,101110,-0---0,2,0.3333333333333333,False
1552,24,15,100100,010100,110000,--0100,4,0.6666666666666666,False
1553,24,16,100100,101000,001100,10--00,4,0.6666666666666666,True
